review,sentiment
The food here was absolutely delicious! The tacos was cooked to perfection and the staff was extremely polite and attentive.,positive
"Terrible experience. The sushi was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Top notch food and exceptional customer service! The chickpea bowl was mouth-watering and worth every single penny.,positive
"Worst restaurant I have ever visited. Overpriced chickpea bowl, dirty tables, and awful customer service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the burger was divine.",positive
"Worst restaurant I have ever visited. Overpriced sushi, dirty tables, and awful customer service.",negative
Extremely impressed with the hygiene and taste. The burger was cooked wonderfully.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible salad, and fast service. Will definitely come back again with family.",positive
Very poor dining experience. Waited 45 minutes just for cold biryani and the manager did not care at all.,negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
"Total waste of money. The pizza was burnt and dry, and the staff was completely unhelpful.",negative
"Amazing restaurant! Great atmosphere, incredible sea bass, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The salad was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering soup. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my curry and they refused to refund.,negative
The food here was absolutely delicious! The chickpea bowl was cooked to perfection and the staff was extremely polite and attentive.,positive
"Terrible experience. The burger was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The pasta was cooked wonderfully.,positive
"Terrible experience. The sushi was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Five stars! Quick service, generous portions, and the curry tasted incredible.",positive
"Terrible experience. The sushi was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering curry. The waiter was friendly and recommended the best special.,positive
"Worst restaurant I have ever visited. Overpriced sushi, dirty tables, and awful customer service.",negative
"Five stars! Quick service, generous portions, and the sushi tasted incredible.",positive
Very poor dining experience. Waited 45 minutes just for cold sushi and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious soup. Highly recommended!",positive
"Worst restaurant I have ever visited. Overpriced pizza, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering risotto. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my risotto and they refused to refund.,negative
The food here was absolutely delicious! The pasta was cooked to perfection and the staff was extremely polite and attentive.,positive
Disgusting quality! The risotto tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
The food here was absolutely delicious! The pizza was cooked to perfection and the staff was extremely polite and attentive.,positive
Extremely disappointed. The burger lacked any flavor and was ridiculously expensive for small portions.,negative
Loved everything about this place. The biryani was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible curry, and fast service. Will definitely come back again with family.",positive
"Total waste of money. The pasta was burnt and dry, and the staff was completely unhelpful.",negative
"Amazing restaurant! Great atmosphere, incredible noodle, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The curry was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering risotto. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my pizza and they refused to refund.,negative
"Five stars! Quick service, generous portions, and the sea bass tasted incredible.",positive
Very poor dining experience. Waited 45 minutes just for cold sushi and the manager did not care at all.,negative
"Amazing restaurant! Great atmosphere, incredible salad, and fast service. Will definitely come back again with family.",positive
"Worst restaurant I have ever visited. Overpriced biryani, dirty tables, and awful customer service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the noodle was divine.",positive
Horrible food and extremely slow service. The waiter was rude and the curry was undercooked.,negative
"Amazing restaurant! Great atmosphere, incredible burger, and fast service. Will definitely come back again with family.",positive
Horrible food and extremely slow service. The waiter was rude and the risotto was undercooked.,negative
"I had a fantastic dining experience. The sea bass was full of flavor, fresh, and served hot. High quality ingredients!",positive
Horrible food and extremely slow service. The waiter was rude and the steak was undercooked.,negative
Extremely impressed with the hygiene and taste. The curry was cooked wonderfully.,positive
"Terrible experience. The salmon was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Five stars! Quick service, generous portions, and the soup tasted incredible.",positive
"Worst restaurant I have ever visited. Overpriced pizza, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering chickpea bowl. The waiter was friendly and recommended the best special.,positive
Disgusting quality! The soup tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Top notch food and exceptional customer service! The salmon was mouth-watering and worth every single penny.,positive
Very poor dining experience. Waited 45 minutes just for cold burger and the manager did not care at all.,negative
"Best restaurant in town! Clean environment, friendly staff, and the sushi was divine.",positive
Horrible food and extremely slow service. The waiter was rude and the chickpea bowl was undercooked.,negative
"I had a fantastic dining experience. The sea bass was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my biryani and they refused to refund.,negative
"Five stars! Quick service, generous portions, and the sea bass tasted incredible.",positive
"Total waste of money. The salmon was burnt and dry, and the staff was completely unhelpful.",negative
Top notch food and exceptional customer service! The salmon was mouth-watering and worth every single penny.,positive
Disgusting quality! The salmon tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Extremely impressed with the hygiene and taste. The pasta was cooked wonderfully.,positive
"Worst restaurant I have ever visited. Overpriced salad, dirty tables, and awful customer service.",negative
"Amazing restaurant! Great atmosphere, incredible chickpea bowl, and fast service. Will definitely come back again with family.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"I had a fantastic dining experience. The sushi was full of flavor, fresh, and served hot. High quality ingredients!",positive
Very poor dining experience. Waited 45 minutes just for cold burger and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious chickpea bowl. Highly recommended!",positive
"Total waste of money. The sushi was burnt and dry, and the staff was completely unhelpful.",negative
"Best restaurant in town! Clean environment, friendly staff, and the pizza was divine.",positive
Very poor dining experience. Waited 45 minutes just for cold tacos and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the pizza was undercooked.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious chickpea bowl. Highly recommended!",positive
Bad service and unhygienic conditions. Found a hair in my soup and they refused to refund.,negative
Extremely impressed with the hygiene and taste. The sea bass was cooked wonderfully.,positive
Bad service and unhygienic conditions. Found a hair in my curry and they refused to refund.,negative
Loved everything about this place. The risotto was outstanding and the dessert was spectacular.,positive
"Terrible experience. The soup was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Top notch food and exceptional customer service! The pizza was mouth-watering and worth every single penny.,positive
Extremely disappointed. The pizza lacked any flavor and was ridiculously expensive for small portions.,negative
"I had a fantastic dining experience. The chickpea bowl was full of flavor, fresh, and served hot. High quality ingredients!",positive
Disgusting quality! The sea bass tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Loved everything about this place. The curry was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Five stars! Quick service, generous portions, and the risotto tasted incredible.",positive
Extremely disappointed. The burger lacked any flavor and was ridiculously expensive for small portions.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Extremely disappointed. The pasta lacked any flavor and was ridiculously expensive for small portions.,negative
"Five stars! Quick service, generous portions, and the pasta tasted incredible.",positive
"Unfriendly staff, noisy environment, and the risotto was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible soup, and fast service. Will definitely come back again with family.",positive
"Total waste of money. The pasta was burnt and dry, and the staff was completely unhelpful.",negative
"I had a fantastic dining experience. The sea bass was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my biryani and they refused to refund.,negative
Wonderful ambiance and mouth-watering noodle. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Extremely impressed with the hygiene and taste. The pizza was cooked wonderfully.,positive
"Unfriendly staff, noisy environment, and the curry was greasy and unappetizing.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Bad service and unhygienic conditions. Found a hair in my pizza and they refused to refund.,negative
Top notch food and exceptional customer service! The tacos was mouth-watering and worth every single penny.,positive
Disgusting quality! The soup tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The tacos was full of flavor, fresh, and served hot. High quality ingredients!",positive
Horrible food and extremely slow service. The waiter was rude and the sea bass was undercooked.,negative
Top notch food and exceptional customer service! The sea bass was mouth-watering and worth every single penny.,positive
"Total waste of money. The burger was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The salmon was outstanding and the dessert was spectacular.,positive
"Terrible experience. The noodle was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"I had a fantastic dining experience. The soup was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my sushi and they refused to refund.,negative
"Best restaurant in town! Clean environment, friendly staff, and the steak was divine.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Loved everything about this place. The salad was outstanding and the dessert was spectacular.,positive
"Total waste of money. The sushi was burnt and dry, and the staff was completely unhelpful.",negative
Extremely impressed with the hygiene and taste. The pizza was cooked wonderfully.,positive
Very poor dining experience. Waited 45 minutes just for cold curry and the manager did not care at all.,negative
Wonderful ambiance and mouth-watering curry. The waiter was friendly and recommended the best special.,positive
"Total waste of money. The biryani was burnt and dry, and the staff was completely unhelpful.",negative
Top notch food and exceptional customer service! The risotto was mouth-watering and worth every single penny.,positive
Extremely disappointed. The biryani lacked any flavor and was ridiculously expensive for small portions.,negative
Extremely impressed with the hygiene and taste. The biryani was cooked wonderfully.,positive
"Worst restaurant I have ever visited. Overpriced pasta, dirty tables, and awful customer service.",negative
Loved everything about this place. The sushi was outstanding and the dessert was spectacular.,positive
Disgusting quality! The salmon tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Best restaurant in town! Clean environment, friendly staff, and the burger was divine.",positive
Disgusting quality! The noodle tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Top notch food and exceptional customer service! The sea bass was mouth-watering and worth every single penny.,positive
"Total waste of money. The curry was burnt and dry, and the staff was completely unhelpful.",negative
The food here was absolutely delicious! The risotto was cooked to perfection and the staff was extremely polite and attentive.,positive
Extremely disappointed. The curry lacked any flavor and was ridiculously expensive for small portions.,negative
"I had a fantastic dining experience. The risotto was full of flavor, fresh, and served hot. High quality ingredients!",positive
Bad service and unhygienic conditions. Found a hair in my burger and they refused to refund.,negative
Loved everything about this place. The soup was outstanding and the dessert was spectacular.,positive
"Worst restaurant I have ever visited. Overpriced chickpea bowl, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering curry. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Top notch food and exceptional customer service! The pasta was mouth-watering and worth every single penny.,positive
Disgusting quality! The pizza tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Top notch food and exceptional customer service! The pizza was mouth-watering and worth every single penny.,positive
"Terrible experience. The soup was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the sushi was divine.",positive
Disgusting quality! The chickpea bowl tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"I had a fantastic dining experience. The pizza was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Total waste of money. The burger was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The soup was outstanding and the dessert was spectacular.,positive
Very poor dining experience. Waited 45 minutes just for cold biryani and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious noodle. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the chickpea bowl was undercooked.,negative
Loved everything about this place. The burger was outstanding and the dessert was spectacular.,positive
Disgusting quality! The pizza tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Wonderful ambiance and mouth-watering tacos. The waiter was friendly and recommended the best special.,positive
"Terrible experience. The tacos was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The curry was outstanding and the dessert was spectacular.,positive
"Unfriendly staff, noisy environment, and the pasta was greasy and unappetizing.",negative
The food here was absolutely delicious! The sushi was cooked to perfection and the staff was extremely polite and attentive.,positive
Horrible food and extremely slow service. The waiter was rude and the risotto was undercooked.,negative
Wonderful ambiance and mouth-watering salmon. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my burger and they refused to refund.,negative
"I had a fantastic dining experience. The pasta was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Terrible experience. The salmon was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the noodle was divine.",positive
Extremely disappointed. The salad lacked any flavor and was ridiculously expensive for small portions.,negative
Extremely impressed with the hygiene and taste. The sushi was cooked wonderfully.,positive
"Worst restaurant I have ever visited. Overpriced sushi, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering sushi. The waiter was friendly and recommended the best special.,positive
"Worst restaurant I have ever visited. Overpriced salad, dirty tables, and awful customer service.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Disgusting quality! The tacos tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious tacos. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the salmon was undercooked.,negative
Loved everything about this place. The biryani was outstanding and the dessert was spectacular.,positive
Extremely disappointed. The risotto lacked any flavor and was ridiculously expensive for small portions.,negative
"I had a fantastic dining experience. The chickpea bowl was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Total waste of money. The pizza was burnt and dry, and the staff was completely unhelpful.",negative
"Five stars! Quick service, generous portions, and the sea bass tasted incredible.",positive
"Terrible experience. The tacos was cold, bland, and completely tasteless. Very disappointed with the service.",negative
The food here was absolutely delicious! The pizza was cooked to perfection and the staff was extremely polite and attentive.,positive
"Unfriendly staff, noisy environment, and the burger was greasy and unappetizing.",negative
Wonderful ambiance and mouth-watering salmon. The waiter was friendly and recommended the best special.,positive
Extremely disappointed. The pasta lacked any flavor and was ridiculously expensive for small portions.,negative
"Five stars! Quick service, generous portions, and the pasta tasted incredible.",positive
"Total waste of money. The curry was burnt and dry, and the staff was completely unhelpful.",negative
"I had a fantastic dining experience. The biryani was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Worst restaurant I have ever visited. Overpriced salmon, dirty tables, and awful customer service.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious steak. Highly recommended!",positive
"Terrible experience. The steak was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Five stars! Quick service, generous portions, and the salad tasted incredible.",positive
Disgusting quality! The chickpea bowl tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Best restaurant in town! Clean environment, friendly staff, and the tacos was divine.",positive
"Terrible experience. The chickpea bowl was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
"Unfriendly staff, noisy environment, and the pizza was greasy and unappetizing.",negative
Top notch food and exceptional customer service! The curry was mouth-watering and worth every single penny.,positive
Horrible food and extremely slow service. The waiter was rude and the soup was undercooked.,negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Best restaurant in town! Clean environment, friendly staff, and the curry was divine.",positive
Disgusting quality! The chickpea bowl tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Loved everything about this place. The steak was outstanding and the dessert was spectacular.,positive
Extremely disappointed. The sea bass lacked any flavor and was ridiculously expensive for small portions.,negative
Loved everything about this place. The sushi was outstanding and the dessert was spectacular.,positive
Disgusting quality! The noodle tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Amazing restaurant! Great atmosphere, incredible salad, and fast service. Will definitely come back again with family.",positive
"Worst restaurant I have ever visited. Overpriced pasta, dirty tables, and awful customer service.",negative
Top notch food and exceptional customer service! The steak was mouth-watering and worth every single penny.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Wonderful ambiance and mouth-watering steak. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Best restaurant in town! Clean environment, friendly staff, and the curry was divine.",positive
Extremely disappointed. The biryani lacked any flavor and was ridiculously expensive for small portions.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Loved everything about this place. The risotto was outstanding and the dessert was spectacular.,positive
Horrible food and extremely slow service. The waiter was rude and the tacos was undercooked.,negative
The food here was absolutely delicious! The sea bass was cooked to perfection and the staff was extremely polite and attentive.,positive
Extremely disappointed. The noodle lacked any flavor and was ridiculously expensive for small portions.,negative
Top notch food and exceptional customer service! The steak was mouth-watering and worth every single penny.,positive
Very poor dining experience. Waited 45 minutes just for cold salmon and the manager did not care at all.,negative
Wonderful ambiance and mouth-watering salmon. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Superb experience. Friendly staff, cozy lighting, and delicious tacos. Highly recommended!",positive
"Total waste of money. The pasta was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The tacos was outstanding and the dessert was spectacular.,positive
"Total waste of money. The salad was burnt and dry, and the staff was completely unhelpful.",negative
"Five stars! Quick service, generous portions, and the pizza tasted incredible.",positive
Very poor dining experience. Waited 45 minutes just for cold sushi and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Disgusting quality! The curry tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Five stars! Quick service, generous portions, and the tacos tasted incredible.",positive
"Terrible experience. The sea bass was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the biryani was divine.",positive
"Worst restaurant I have ever visited. Overpriced salmon, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering sea bass. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my sushi and they refused to refund.,negative
Extremely impressed with the hygiene and taste. The soup was cooked wonderfully.,positive
Disgusting quality! The tacos tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Wonderful ambiance and mouth-watering soup. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my pasta and they refused to refund.,negative
Top notch food and exceptional customer service! The tacos was mouth-watering and worth every single penny.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Best restaurant in town! Clean environment, friendly staff, and the burger was divine.",positive
"Unfriendly staff, noisy environment, and the burger was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible salad, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The salad was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"I had a fantastic dining experience. The curry was full of flavor, fresh, and served hot. High quality ingredients!",positive
Extremely disappointed. The tacos lacked any flavor and was ridiculously expensive for small portions.,negative
"Five stars! Quick service, generous portions, and the steak tasted incredible.",positive
"Total waste of money. The sushi was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
"Terrible experience. The chickpea bowl was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the soup was divine.",positive
Horrible food and extremely slow service. The waiter was rude and the sushi was undercooked.,negative
The food here was absolutely delicious! The biryani was cooked to perfection and the staff was extremely polite and attentive.,positive
"Terrible experience. The steak was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The pizza was cooked wonderfully.,positive
Disgusting quality! The curry tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Best restaurant in town! Clean environment, friendly staff, and the noodle was divine.",positive
Extremely disappointed. The pizza lacked any flavor and was ridiculously expensive for small portions.,negative
"Five stars! Quick service, generous portions, and the pizza tasted incredible.",positive
"Unfriendly staff, noisy environment, and the pasta was greasy and unappetizing.",negative
Loved everything about this place. The pasta was outstanding and the dessert was spectacular.,positive
"Terrible experience. The chickpea bowl was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Loved everything about this place. The pasta was outstanding and the dessert was spectacular.,positive
Horrible food and extremely slow service. The waiter was rude and the pizza was undercooked.,negative
"I had a fantastic dining experience. The sea bass was full of flavor, fresh, and served hot. High quality ingredients!",positive
Horrible food and extremely slow service. The waiter was rude and the burger was undercooked.,negative
"Best restaurant in town! Clean environment, friendly staff, and the noodle was divine.",positive
"Terrible experience. The burger was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Best restaurant in town! Clean environment, friendly staff, and the pasta was divine.",positive
Disgusting quality! The pizza tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Loved everything about this place. The chickpea bowl was outstanding and the dessert was spectacular.,positive
"Unfriendly staff, noisy environment, and the biryani was greasy and unappetizing.",negative
"I had a fantastic dining experience. The soup was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible noodle, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The biryani was cold, bland, and completely tasteless. Very disappointed with the service.",negative
"Five stars! Quick service, generous portions, and the noodle tasted incredible.",positive
Horrible food and extremely slow service. The waiter was rude and the biryani was undercooked.,negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
Bad service and unhygienic conditions. Found a hair in my biryani and they refused to refund.,negative
"I had a fantastic dining experience. The salmon was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Unfriendly staff, noisy environment, and the salad was greasy and unappetizing.",negative
Loved everything about this place. The curry was outstanding and the dessert was spectacular.,positive
Bad service and unhygienic conditions. Found a hair in my sea bass and they refused to refund.,negative
Wonderful ambiance and mouth-watering pasta. The waiter was friendly and recommended the best special.,positive
"Worst restaurant I have ever visited. Overpriced pizza, dirty tables, and awful customer service.",negative
Loved everything about this place. The burger was outstanding and the dessert was spectacular.,positive
"Worst restaurant I have ever visited. Overpriced salmon, dirty tables, and awful customer service.",negative
Loved everything about this place. The risotto was outstanding and the dessert was spectacular.,positive
Disgusting quality! The steak tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
Wonderful ambiance and mouth-watering curry. The waiter was friendly and recommended the best special.,positive
Very poor dining experience. Waited 45 minutes just for cold risotto and the manager did not care at all.,negative
"Five stars! Quick service, generous portions, and the burger tasted incredible.",positive
"Unfriendly staff, noisy environment, and the soup was greasy and unappetizing.",negative
"Five stars! Quick service, generous portions, and the pizza tasted incredible.",positive
"Unfriendly staff, noisy environment, and the sushi was greasy and unappetizing.",negative
"I had a fantastic dining experience. The chickpea bowl was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Worst restaurant I have ever visited. Overpriced steak, dirty tables, and awful customer service.",negative
"Amazing restaurant! Great atmosphere, incredible burger, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The sea bass was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering steak. The waiter was friendly and recommended the best special.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Amazing restaurant! Great atmosphere, incredible pasta, and fast service. Will definitely come back again with family.",positive
"Unfriendly staff, noisy environment, and the biryani was greasy and unappetizing.",negative
Top notch food and exceptional customer service! The sushi was mouth-watering and worth every single penny.,positive
Very poor dining experience. Waited 45 minutes just for cold curry and the manager did not care at all.,negative
Extremely impressed with the hygiene and taste. The burger was cooked wonderfully.,positive
Very poor dining experience. Waited 45 minutes just for cold noodle and the manager did not care at all.,negative
"I had a fantastic dining experience. The steak was full of flavor, fresh, and served hot. High quality ingredients!",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Loved everything about this place. The salad was outstanding and the dessert was spectacular.,positive
"Unfriendly staff, noisy environment, and the pizza was greasy and unappetizing.",negative
"Amazing restaurant! Great atmosphere, incredible pasta, and fast service. Will definitely come back again with family.",positive
"Terrible experience. The risotto was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The salmon was cooked wonderfully.,positive
Horrible food and extremely slow service. The waiter was rude and the chickpea bowl was undercooked.,negative
Extremely impressed with the hygiene and taste. The biryani was cooked wonderfully.,positive
Bad service and unhygienic conditions. Found a hair in my curry and they refused to refund.,negative
"Best restaurant in town! Clean environment, friendly staff, and the salad was divine.",positive
Disgusting quality! The soup tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious chickpea bowl. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the biryani was undercooked.,negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
"Total waste of money. The burger was burnt and dry, and the staff was completely unhelpful.",negative
Wonderful ambiance and mouth-watering soup. The waiter was friendly and recommended the best special.,positive
Disgusting quality! The tacos tasted stale and gave me a stomach ache. Avoid this place at all costs.,negative
"Best restaurant in town! Clean environment, friendly staff, and the burger was divine.",positive
"Terrible experience. The sushi was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Extremely impressed with the hygiene and taste. The curry was cooked wonderfully.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
"Five stars! Quick service, generous portions, and the sushi tasted incredible.",positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
Bad service and unhygienic conditions. Found a hair in my sea bass and they refused to refund.,negative
"Best restaurant in town! Clean environment, friendly staff, and the salad was divine.",positive
Extremely disappointed. The burger lacked any flavor and was ridiculously expensive for small portions.,negative
Extremely impressed with the hygiene and taste. The sushi was cooked wonderfully.,positive
"Unfriendly staff, noisy environment, and the soup was greasy and unappetizing.",negative
The food here was absolutely delicious! The soup was cooked to perfection and the staff was extremely polite and attentive.,positive
Very poor dining experience. Waited 45 minutes just for cold noodle and the manager did not care at all.,negative
"Superb experience. Friendly staff, cozy lighting, and delicious risotto. Highly recommended!",positive
Horrible food and extremely slow service. The waiter was rude and the noodle was undercooked.,negative
"Best restaurant in town! Clean environment, friendly staff, and the salad was divine.",positive
"Terrible experience. The pasta was cold, bland, and completely tasteless. Very disappointed with the service.",negative
Wonderful ambiance and mouth-watering steak. The waiter was friendly and recommended the best special.,positive
"Worst restaurant I have ever visited. Overpriced soup, dirty tables, and awful customer service.",negative
Wonderful ambiance and mouth-watering salad. The waiter was friendly and recommended the best special.,positive
Extremely disappointed. The salad lacked any flavor and was ridiculously expensive for small portions.,negative
Top notch food and exceptional customer service! The pizza was mouth-watering and worth every single penny.,positive
"Unfriendly staff, noisy environment, and the salmon was greasy and unappetizing.",negative
"I had a fantastic dining experience. The curry was full of flavor, fresh, and served hot. High quality ingredients!",positive
Horrible food and extremely slow service. The waiter was rude and the biryani was undercooked.,negative
Loved everything about this place. The curry was outstanding and the dessert was spectacular.,positive
"Total waste of money. The sushi was burnt and dry, and the staff was completely unhelpful.",negative
Loved everything about this place. The pizza was outstanding and the dessert was spectacular.,positive
"Bland food, long wait times, and careless service. Will never return to this restaurant.",negative
Top notch food and exceptional customer service! The pasta was mouth-watering and worth every single penny.,positive
